Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--Invasion--EMT]	ErrProb[Migration--Invasion--EMT]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT]	ErrProb[Migration--Metastasis--Invasion--EMT]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Metastasis--Invasion--EMT--Apoptosis]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Invasion--EMT--Apoptosis]	ErrProb[Invasion--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis]	ErrProb[Migration--Invasion--EMT--Apoptosis]	Prob[Invasion--EMT]	ErrProb[Invasion--EMT]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--Invasion--EMT]	ErrProb[Metastasis--Invasion--EMT]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--CellCycleArrest]	Prob[Invasion--EMT--CellCycleArrest]	ErrProb[Invasion--EMT--CellCycleArrest]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Metastasis--Invasion--EMT--CellCycleArrest]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[Apoptosis]	ErrProb[Apoptosis]	
9.7000	0.0140	0.0005	2.3720	0	0	0	0	0	0	0	0	0	0	0.000013	0.000013	0	0	0.000625	0.000109	0	0	0.000903	0.000133	0	0	0.029047	0.000745	0	0	0	0	0.205945	0.001807	0.000485	0.000097	0	0	0.000264	0.000071	0.000030	0.000021	0.417627	0.002205	0.000030	0.000022	0.000080	0.000040	0	0	0.000278	0.000074	0.000080	0.000040	0.203555	0.001799	0.062845	0.001083	0	0	0	0	0.006845	0.000365	0.000070	0.000036	0.000653	0.000113	0.000120	0.000049	0.000020	0.000020	0.006585	0.000357	0.005268	0.000318	0.006761	0.000361	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0.024228	0.000678	0.025985	0.000704	0	0	0.000072	0.000037	0.000145	0.000051	0	0	0	0	0	0	0.001382	0.000163	
9.8000	0.0133	0.0005	2.3607	0	0	0	0	0	0	0	0	0	0	0.000013	0.000013	0	0	0.000614	0.000106	0	0	0.000864	0.000128	0	0	0.027899	0.000732	0	0	0	0	0.205946	0.001807	0.000469	0.000094	0	0	0.000236	0.000067	0.000020	0.000020	0.418321	0.002205	0.000020	0.000020	0.000101	0.000044	0	0	0.000285	0.000074	0.000065	0.000033	0.205870	0.001806	0.062731	0.001081	0.000007	0.000007	0	0	0.006676	0.000358	0.000064	0.000031	0.000670	0.000113	0.000111	0.000046	0.000020	0.000020	0.006396	0.000351	0.005291	0.000320	0.006540	0.000356	0	0	0	0	0	0	0.000067	0.000035	0	0	0	0	0.023916	0.000673	0.025254	0.000693	0	0	0.000084	0.000038	0.000129	0.000049	0	0	0	0	0	0	0.001321	0.000160	
9.9000	0.0130	0.0005	2.3513	0	0	0.000017	0.000017	0	0	0	0	0	0	0	0	0	0	0.000597	0.000106	0	0	0.000901	0.000132	0	0	0.027252	0.000722	0	0	0	0	0.205877	0.001806	0.000445	0.000094	0	0	0.000191	0.000059	0.000042	0.000026	0.418624	0.002206	0.000020	0.000020	0.000103	0.000045	0	0	0.000271	0.000073	0.000063	0.000034	0.208317	0.001814	0.062418	0.001080	0.000020	0.000020	0	0	0.006496	0.000355	0.000086	0.000040	0.000638	0.000111	0.000078	0.000037	0.000020	0.000020	0.006246	0.000349	0.005323	0.000320	0.006300	0.000349	0	0	0	0	0	0	0.000065	0.000035	0	0	0	0	0.023471	0.000666	0.024597	0.000685	0	0	0.000080	0.000040	0.000140	0.000053	0	0	0	0	0	0	0.001301	0.000158	
10.0000	0.0123	0.0005	2.3399	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000516	0.000098	0	0	0.000917	0.000133	0	0	0.026384	0.000711	0	0	0	0	0.205837	0.001807	0.000456	0.000095	0	0	0.000189	0.000060	0.000044	0.000029	0.419109	0.002206	0.000020	0.000020	0.000090	0.000041	0	0	0.000237	0.000068	0.000073	0.000036	0.210707	0.001822	0.062481	0.001080	0.000020	0.000020	0	0	0.006297	0.000350	0.000083	0.000040	0.000554	0.000103	0.000060	0.000035	0.000020	0.000020	0.006148	0.000345	0.005312	0.000321	0.006195	0.000347	0	0	0	0	0	0	0.000080	0.000040	0	0	0	0	0.023012	0.000660	0.023711	0.000672	0	0	0.000080	0.000040	0.000159	0.000056	0	0	0	0	0	0	0.001188	0.000152	
10.1000	0.0120	0.0005	2.3294	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000443	0.000088	0	0	0.000899	0.000133	0	0	0.025487	0.000700	0	0	0	0	0.205747	0.001807	0.000456	0.000093	0	0	0.000185	0.000060	0.000040	0.000028	0.419569	0.002206	0.000020	0.000020	0.000076	0.000038	0	0	0.000219	0.000064	0.000080	0.000040	0.213088	0.001829	0.062541	0.001080	0.000009	0.000009	0	0	0.006298	0.000350	0.000100	0.000045	0.000562	0.000105	0.000060	0.000035	0.000020	0.000020	0.005922	0.000339	0.005205	0.000318	0.005992	0.000340	0	0	0	0	0	0	0.000084	0.000039	0	0	0	0	0.022699	0.000656	0.022707	0.000658	0.000018	0.000018	0.000068	0.000036	0.000168	0.000057	0.000011	0.000011	0	0	0	0	0.001210	0.000154	
10.2000	0.0120	0.0005	2.3194	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000542	0.000100	0	0	0.000851	0.000127	0	0	0.024380	0.000684	0	0	0	0	0.205696	0.001806	0.000372	0.000084	0	0	0.000200	0.000063	0.000021	0.000020	0.420078	0.002207	0.000020	0.000020	0.000048	0.000029	0	0	0.000290	0.000074	0.000080	0.000040	0.215259	0.001836	0.062524	0.001080	0	0	0	0	0.006126	0.000345	0.000095	0.000042	0.000645	0.000110	0.000079	0.000037	0.000031	0.000023	0.005756	0.000334	0.005016	0.000312	0.006025	0.000342	0	0	0	0	0	0	0.000093	0.000042	0	0	0	0	0.022129	0.000648	0.022304	0.000653	0.000006	0.000006	0.000060	0.000035	0.000155	0.000055	0.000020	0.000020	0	0	0	0	0.001080	0.000143	
10.3000	0.0117	0.0005	2.3075	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000011	0.000011	0	0	0.000541	0.000100	0	0	0.000812	0.000126	0	0	0.023503	0.000673	0	0	0	0	0.205645	0.001806	0.000329	0.000081	0	0	0.000188	0.000061	0.000031	0.000022	0.420565	0.002207	0.000020	0.000020	0.000057	0.000033	0	0	0.000276	0.000073	0.000063	0.000035	0.217709	0.001844	0.062631	0.001082	0	0	0	0	0.005783	0.000334	0.000097	0.000043	0.000635	0.000112	0.000091	0.000042	0.000038	0.000026	0.005580	0.000330	0.005070	0.000313	0.005907	0.000339	0	0	0	0	0	0	0.000102	0.000045	0	0	0	0	0.021244	0.000635	0.021799	0.000646	0	0	0.000041	0.000028	0.000129	0.000048	0.000020	0.000020	0	0	0	0	0.001064	0.000144	
10.4000	0.0113	0.0005	2.2965	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000007	0.000007	0	0	0.000460	0.000093	0	0	0.000774	0.000123	0	0	0.022633	0.000660	0	0	0	0	0.205653	0.001806	0.000336	0.000081	0	0	0.000173	0.000058	0.000060	0.000035	0.421125	0.002207	0.000020	0.000020	0.000061	0.000035	0	0	0.000212	0.000064	0.000060	0.000035	0.219731	0.001850	0.062548	0.001081	0	0	0	0	0.005805	0.000336	0.000078	0.000038	0.000609	0.000109	0.000089	0.000041	0.000032	0.000023	0.005352	0.000322	0.004962	0.000311	0.005909	0.000338	0	0	0	0	0	0	0.000138	0.000052	0	0	0	0	0.021024	0.000631	0.020935	0.000632	0	0	0.000031	0.000023	0.000119	0.000046	0.000020	0.000020	0	0	0	0	0.001022	0.000140	
10.5000	0.0110	0.0005	2.2846	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000453	0.000092	0	0	0.000725	0.000120	0	0	0.021936	0.000651	0	0	0	0	0.205510	0.001806	0.000344	0.000082	0.000011	0.000011	0.000187	0.000060	0.000062	0.000034	0.421619	0.002208	0.000003	0.000003	0.000080	0.000040	0	0	0.000200	0.000063	0.000060	0.000035	0.222081	0.001857	0.062601	0.001081	0	0	0	0	0.005746	0.000334	0.000060	0.000035	0.000572	0.000105	0.000097	0.000041	0.000020	0.000020	0.005258	0.000319	0.004981	0.000311	0.005571	0.000328	0	0	0	0	0	0	0.000140	0.000053	0	0	0	0	0.020353	0.000621	0.020246	0.000622	0	0	0.000020	0.000020	0.000083	0.000040	0.000020	0.000020	0	0	0	0	0.000941	0.000135	
10.6000	0.0106	0.0005	2.2731	0	0	0.000021	0.000020	0	0	0	0	0	0	0	0	0	0	0.000468	0.000092	0	0	0.000741	0.000120	0	0	0.021245	0.000639	0	0	0	0	0.205557	0.001806	0.000356	0.000083	0.000002	0.000002	0.000170	0.000057	0.000043	0.000028	0.422006	0.002208	0	0	0.000109	0.000045	0	0	0.000204	0.000061	0.000050	0.000030	0.224362	0.001864	0.062527	0.001081	0	0	0	0	0.005655	0.000332	0.000060	0.000035	0.000550	0.000104	0.000080	0.000040	0.000020	0.000020	0.005202	0.000316	0.004902	0.000307	0.005303	0.000318	0	0	0	0	0	0	0.000106	0.000043	0	0	0	0	0.019338	0.000607	0.019956	0.000619	0	0	0.000020	0.000020	0.000088	0.000041	0.000020	0.000020	0	0	0	0	0.000838	0.000127	
10.7000	0.0103	0.0005	2.2626	0	0	0.000021	0.000020	0	0	0	0	0	0	0	0	0	0	0.000486	0.000097	0	0	0.000734	0.000121	0	0	0.020569	0.000631	0	0	0	0	0.205602	0.001806	0.000359	0.000084	0.000012	0.000012	0.000145	0.000053	0.000040	0.000028	0.422404	0.002209	0	0	0.000082	0.000040	0	0	0.000187	0.000060	0.000040	0.000028	0.226236	0.001870	0.062663	0.001082	0	0	0	0	0.005606	0.000330	0.000048	0.000029	0.000554	0.000104	0.000080	0.000040	0.000020	0.000020	0.004852	0.000306	0.004785	0.000303	0.005174	0.000316	0	0	0.000019	0.000019	0	0	0.000098	0.000042	0	0	0	0	0.018940	0.000601	0.019337	0.000608	0	0	0.000020	0.000020	0.000100	0.000045	0.000020	0.000020	0	0	0	0	0.000768	0.000121	
10.8000	0.0099	0.0004	2.2529	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000463	0.000092	0	0	0.000774	0.000123	0	0	0.019964	0.000621	0	0	0	0	0.205680	0.001807	0.000320	0.000078	0.000033	0.000024	0.000125	0.000049	0.000048	0.000029	0.422675	0.002209	0	0	0.000053	0.000030	0	0	0.000180	0.000060	0.000050	0.000030	0.228094	0.001875	0.062637	0.001082	0	0	0	0	0.005647	0.000332	0.000060	0.000035	0.000548	0.000103	0.000072	0.000037	0.000020	0.000020	0.004658	0.000301	0.004491	0.000296	0.005180	0.000316	0	0	0.000020	0.000020	0	0	0.000090	0.000041	0	0	0	0	0.018501	0.000593	0.018769	0.000599	0	0	0.000020	0.000020	0.000071	0.000036	0.000020	0.000020	0	0	0	0	0.000718	0.000117	
10.9000	0.0099	0.0004	2.2449	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000442	0.000092	0	0	0.000770	0.000123	0	0	0.019408	0.000613	0	0	0	0	0.205425	0.001806	0.000298	0.000077	0.000033	0.000024	0.000120	0.000049	0.000067	0.000034	0.423137	0.002209	0	0	0.000045	0.000029	0	0	0.000187	0.000060	0.000067	0.000034	0.229883	0.001880	0.062490	0.001081	0	0	0	0	0.005743	0.000334	0.000060	0.000035	0.000560	0.000105	0.000053	0.000031	0.000016	0.000016	0.004560	0.000297	0.004375	0.000292	0.005091	0.000316	0	0	0.000020	0.000020	0	0	0.000080	0.000040	0	0	0	0	0.018113	0.000588	0.018098	0.000590	0	0	0.000020	0.000020	0.000053	0.000031	0.000020	0.000020	0	0	0	0	0.000746	0.000121	
11.0000	0.0097	0.0004	2.2354	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000431	0.000090	0	0	0.000721	0.000117	0	0	0.018767	0.000602	0	0	0	0	0.205357	0.001805	0.000299	0.000074	0.000020	0.000020	0.000101	0.000043	0.000064	0.000033	0.423673	0.002209	0	0	0.000082	0.000038	0	0	0.000186	0.000059	0.000040	0.000028	0.231537	0.001885	0.062393	0.001080	0	0	0	0	0.005699	0.000333	0.000060	0.000035	0.000543	0.000101	0.000056	0.000033	0	0	0.004461	0.000292	0.004188	0.000286	0.005187	0.000317	0	0	0.000020	0.000020	0	0	0.000076	0.000038	0	0	0	0	0.017721	0.000583	0.017473	0.000581	0	0	0.000020	0.000020	0.000044	0.000029	0.000020	0.000020	0	0	0	0	0.000741	0.000119	
11.1000	0.0093	0.0004	2.2245	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000375	0.000084	0	0	0.000652	0.000113	0	0	0.018107	0.000591	0	0	0	0	0.205240	0.001805	0.000284	0.000074	0.000001	0.000001	0.000065	0.000035	0.000040	0.000028	0.424225	0.002210	0.000016	0.000016	0.000091	0.000041	0	0	0.000173	0.000057	0.000029	0.000022	0.233264	0.001890	0.062335	0.001079	0	0	0	0	0.005299	0.000320	0.000060	0.000035	0.000540	0.000103	0.000060	0.000035	0	0	0.004401	0.000291	0.004135	0.000284	0.005163	0.000318	0	0	0.000020	0.000020	0	0	0.000060	0.000035	0	0	0	0	0.017398	0.000576	0.017134	0.000573	0	0	0.000020	0.000020	0.000045	0.000028	0.000004	0.000004	0	0	0	0	0.000746	0.000122	
11.2000	0.0092	0.0004	2.2148	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000353	0.000083	0	0	0.000644	0.000112	0	0	0.017307	0.000579	0	0	0	0	0.205181	0.001805	0.000264	0.000071	0	0	0.000060	0.000035	0.000040	0.000028	0.424744	0.002210	0.000020	0.000020	0.000086	0.000040	0	0	0.000136	0.000050	0.000020	0.000020	0.234819	0.001894	0.062287	0.001079	0	0	0	0	0.005184	0.000318	0.000060	0.000035	0.000522	0.000101	0.000060	0.000035	0	0	0.004353	0.000291	0.003922	0.000276	0.005026	0.000311	0	0	0.000020	0.000020	0	0	0.000043	0.000024	0	0	0	0	0.017073	0.000572	0.016923	0.000570	0	0	0.000037	0.000026	0.000040	0.000028	0	0	0	0	0	0	0.000757	0.000122	
11.3000	0.0089	0.0004	2.2055	0	0	0.000014	0.000014	0	0	0	0	0	0	0	0	0	0	0.000441	0.000090	0	0	0.000613	0.000109	0	0	0.016474	0.000564	0	0	0	0	0.205070	0.001805	0.000260	0.000072	0	0	0.000060	0.000035	0.000040	0.000028	0.425161	0.002211	0.000020	0.000020	0.000080	0.000040	0	0	0.000100	0.000045	0.000020	0.000020	0.236438	0.001899	0.062272	0.001078	0	0	0	0	0.005110	0.000314	0.000060	0.000035	0.000479	0.000097	0.000060	0.000035	0	0	0.004168	0.000284	0.003737	0.000268	0.004989	0.000310	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.016730	0.000565	0.016741	0.000566	0	0	0.000025	0.000021	0.000031	0.000023	0	0	0	0	0	0	0.000766	0.000122	
11.4000	0.0084	0.0004	2.1978	0	0	0.000004	0.000004	0	0	0	0	0	0	0	0	0	0	0.000364	0.000083	0	0	0.000567	0.000104	0	0	0.015919	0.000556	0	0	0	0	0.204879	0.001804	0.000279	0.000073	0	0	0.000082	0.000040	0.000040	0.000028	0.425373	0.002211	0.000020	0.000020	0.000076	0.000038	0	0	0.000094	0.000043	0.000012	0.000012	0.238002	0.001903	0.062120	0.001078	0	0	0	0	0.005039	0.000312	0.000040	0.000028	0.000435	0.000092	0.000046	0.000028	0	0	0.004187	0.000283	0.003632	0.000266	0.004800	0.000305	0	0	0.000020	0.000020	0	0	0.000028	0.000022	0	0	0	0	0.016441	0.000561	0.016679	0.000566	0	0	0.000020	0.000020	0.000031	0.000022	0	0	0	0	0	0	0.000769	0.000123	
11.5000	0.0080	0.0004	2.1882	0	0	0.000004	0.000004	0	0	0	0	0	0	0	0	0	0	0.000422	0.000088	0	0	0.000506	0.000098	0	0	0.015275	0.000544	0	0	0	0	0.204970	0.001804	0.000283	0.000075	0	0	0.000095	0.000043	0.000040	0.000028	0.425769	0.002211	0.000020	0.000020	0.000060	0.000035	0	0	0.000080	0.000040	0	0	0.239551	0.001908	0.062024	0.001077	0	0	0	0	0.004967	0.000310	0.000040	0.000028	0.000420	0.000091	0.000020	0.000020	0	0	0.003951	0.000277	0.003500	0.000260	0.004621	0.000300	0	0	0.000036	0.000025	0	0	0.000052	0.000031	0	0	0	0	0.016048	0.000555	0.016486	0.000563	0	0	0.000007	0.000007	0.000079	0.000040	0	0	0	0	0	0	0.000677	0.000113	
11.6000	0.0078	0.0004	2.1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434	0.000090	0	0	0.000483	0.000095	0	0	0.014632	0.000533	0	0	0	0	0.205361	0.001806	0.000293	0.000075	0	0	0.000089	0.000041	0.000040	0.000028	0.425957	0.002211	0.000020	0.000020	0.000060	0.000035	0	0	0.000080	0.000040	0	0	0.241144	0.001912	0.061956	0.001077	0	0	0	0	0.004933	0.000310	0.000023	0.000020	0.000376	0.000084	0.000020	0.000020	0	0	0.003777	0.000271	0.003195	0.000249	0.004511	0.000295	0	0	0.000021	0.000020	0	0	0.000040	0.000028	0	0	0	0	0.015719	0.000548	0.016058	0.000556	0	0	0	0	0.000079	0.000040	0	0	0	0	0	0	0.000699	0.000115	
11.7000	0.0075	0.0004	2.1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412	0.000089	0	0	0.000538	0.000102	0	0	0.014515	0.000532	0	0	0	0	0.205187	0.001805	0.000289	0.000073	0	0	0.000100	0.000043	0.000040	0.000028	0.426079	0.002211	0.000003	0.000003	0.000060	0.000035	0	0	0.000105	0.000045	0	0	0.242773	0.001916	0.061930	0.001077	0	0	0	0	0.004689	0.000302	0.000020	0.000020	0.000413	0.000089	0.000020	0.000020	0.000004	0.000004	0.003679	0.000267	0.003191	0.000249	0.004219	0.000286	0	0	0.000020	0.000020	0	0	0.000035	0.000025	0	0	0	0	0.015339	0.000541	0.015587	0.000548	0	0	0	0	0.000055	0.000032	0	0	0	0	0	0	0.000698	0.000116	
11.8000	0.0075	0.0004	2.1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384	0.000085	0	0	0.000510	0.000100	0	0	0.014222	0.000526	0	0	0	0	0.205062	0.001805	0.000298	0.000077	0.000000	0.000000	0.000100	0.000045	0.000040	0.000028	0.426383	0.002211	0	0	0.000060	0.000035	0	0	0.000114	0.000047	0	0	0.244243	0.001920	0.061910	0.001076	0	0	0	0	0.004547	0.000297	0.000020	0.000020	0.000422	0.000092	0.000039	0.000027	0.000020	0.000020	0.003688	0.000267	0.003124	0.000246	0.004087	0.000282	0	0	0.000020	0.000020	0	0	0.000019	0.000015	0	0	0	0	0.015143	0.000539	0.014891	0.000535	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000615	0.000109	
11.9000	0.0075	0.0004	2.1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388	0.000086	0	0	0.000480	0.000096	0	0	0.014108	0.000523	0	0	0	0	0.204887	0.001804	0.000246	0.000067	0.000020	0.000020	0.000097	0.000043	0.000050	0.000030	0.426594	0.002212	0	0	0.000060	0.000035	0	0	0.000103	0.000043	0	0	0.246002	0.001925	0.061838	0.001076	0	0	0	0	0.004547	0.000298	0.000020	0.000020	0.000427	0.000090	0.000054	0.000030	0.000020	0.000020	0.003542	0.000263	0.003035	0.000243	0.003848	0.000273	0	0	0.000020	0.000020	0	0	0.000028	0.000021	0	0	0	0	0.014382	0.000524	0.014590	0.000531	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.000574	0.000106	
12.0000	0.0074	0.0004	2.1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332	0.000078	0	0	0.000497	0.000099	0	0	0.013780	0.000516	0	0	0	0	0.204825	0.001804	0.000184	0.000060	0.000037	0.000026	0.000117	0.000048	0.000049	0.000027	0.426762	0.002212	0	0	0.000060	0.000035	0	0	0.000103	0.000045	0	0	0.247569	0.001929	0.061713	0.001075	0	0	0	0	0.004596	0.000299	0.000032	0.000023	0.000499	0.000099	0.000025	0.000021	0.000020	0.000020	0.003386	0.000257	0.002875	0.000237	0.003903	0.000275	0	0	0.000020	0.000020	0	0	0.000040	0.000028	0	0	0	0	0.013590	0.000511	0.014428	0.000529	0	0	0	0	0.000035	0.000025	0.000018	0.000018	0	0	0	0	0.000505	0.000099	
12.1000	0.0072	0.0004	2.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333	0.000080	0	0	0.000514	0.000101	0	0	0.013283	0.000508	0	0	0	0	0.204730	0.001804	0.000181	0.000059	0.000040	0.000028	0.000121	0.000049	0.000029	0.000022	0.426962	0.002212	0	0	0.000060	0.000035	0	0	0.000100	0.000045	0	0	0.248812	0.001932	0.061742	0.001075	0	0	0	0	0.004476	0.000295	0.000044	0.000029	0.000488	0.000098	0.000020	0.000020	0.000020	0.000020	0.003473	0.000258	0.002715	0.000230	0.003827	0.000272	0	0	0.000020	0.000020	0	0	0.000029	0.000022	0	0	0	0	0.013293	0.000505	0.014122	0.000523	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0.000525	0.000101	
12.2000	0.0071	0.0004	2.1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343	0.000082	0	0	0.000485	0.000097	0	0	0.012786	0.000499	0	0	0	0	0.204914	0.001804	0.000179	0.000059	0.000040	0.000028	0.000140	0.000053	0.000020	0.000020	0.427100	0.002212	0	0	0.000057	0.000033	0	0	0.000111	0.000046	0	0	0.250150	0.001936	0.061916	0.001077	0	0	0	0	0.004162	0.000285	0.000060	0.000035	0.000432	0.000092	0.000020	0.000020	0.000020	0.000020	0.003350	0.000255	0.002653	0.000227	0.003764	0.000270	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.012863	0.000496	0.013885	0.000518	0	0	0	0	0.000027	0.000021	0.000020	0.000020	0	0	0	0	0.000465	0.000094	
12.3000	0.0071	0.0004	2.1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331	0.000077	0	0	0.000453	0.000094	0	0	0.012322	0.000489	0	0	0	0	0.204853	0.001804	0.000191	0.000061	0.000013	0.000010	0.000134	0.000051	0.000035	0.000025	0.427317	0.002212	0	0	0.000040	0.000028	0	0	0.000123	0.000049	0	0	0.251574	0.001940	0.062036	0.001077	0	0	0	0	0.003999	0.000280	0.000060	0.000035	0.000398	0.000088	0.000005	0.000005	0.000020	0.000020	0.003243	0.000252	0.002712	0.000230	0.003593	0.000264	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.012427	0.000488	0.013646	0.000514	0	0	0	0	0.000019	0.000016	0.000008	0.000008	0	0	0.000012	0.000012	0.000397	0.000087	
12.4000	0.0069	0.0004	2.1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328	0.000079	0	0	0.000481	0.000097	0	0	0.011975	0.000482	0	0	0	0	0.204611	0.001803	0.000172	0.000058	0	0	0.000061	0.000035	0.000037	0.000026	0.427510	0.002212	0.000002	0.000002	0.000021	0.000020	0	0	0.000107	0.000045	0	0	0.252763	0.001943	0.062082	0.001078	0	0	0	0	0.003791	0.000271	0.000060	0.000035	0.000363	0.000083	0.000012	0.000012	0.000022	0.000020	0.003273	0.000251	0.002799	0.000234	0.003499	0.000260	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0.012247	0.000485	0.013296	0.000506	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0.000412	0.000088	
